time,node_type,node_id,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
106,Node2,23,0.155,0.176,0.001,0.145,0,1,1
106,Node2,24,0.175,0.231,0.095,0.345,0,1,1
106,Node2,25,0.17,0.216,0.0,0.278,0,1,1
106,Node2,26,0.196,0.208,0.053,0.447,0,1,1
106,Node2,27,0.157,0.209,0.059,0.169,0,1,1
106,Node2,28,0.128,0.218,0.015,0.297,0,1,1
106,Node2,29,0.141,0.166,0.011,0.097,0,1,1
106,Node2,30,0.169,0.171,0.005,0.156,0,1,1
106,Node2,31,0.198,0.222,0.008,0.515,0,1,1
106,Node2,32,0.21,0.199,0.011,0.109,0,1,1
106,Node2,33,0.139,0.165,0.028,0.51,0,1,1
106,Node2,34,0.14,0.203,0.003,0.415,0,1,1
106,Node2,35,0.128,0.179,0.019,0.446,0,1,1
106,Node2,36,0.169,0.244,0.088,0.466,0,1,1
106,Node2,37,0.224,0.269,0.031,0.368,0,1,1
106,Node2,38,0.163,0.429,0.026,0.328,0,1,1
106,Node2,39,0.146,0.201,0.019,0.342,0,1,1
106,Node2,40,0.133,0.236,0.161,0.279,0,1,1
106,Node2,41,0.16,0.205,0.021,0.316,0,1,1
106,Node2,42,0.137,0.188,0.024,0.191,0,1,1
106,Node2,43,0.13,0.16,0.04,0.228,0,1,1
107,Node1,0,3.95,1.488,6.943,2.79,0,1,1
107,Node1,1,0.97,0.057,2.839,0.753,0,1,1
107,Node1,2,1.682,0.132,1.339,1.499,0,1,1
107,Node1,3,4.237,0.591,4.272,2.691,0,1,1
107,Node1,4,2.232,0.153,5.301,1.828,0,1,1
107,Node1,5,1.216,0.148,1.416,1.114,0,1,1
107,Node1,6,1.644,0.015,2.658,0.901,0,1,1
107,Node1,7,3.626,0.717,6.769,2.987,0,1,1
107,Node1,8,2.897,0.112,6.503,1.552,0,1,1
107,Node1,9,1.649,0.134,2.299,1.528,0,1,1
107,Node1,10,3.315,0.572,6.357,3.025,0,1,1
107,Node1,11,2.707,0.018,4.229,2.164,0,1,1
107,Node1,12,2.169,0.051,1.551,1.903,0,1,1
107,Node1,13,1.61,0.01,3.03,1.306,0,1,1
107,Node1,14,2.36,0.03,3.149,1.785,0,1,1
107,Node1,15,2.656,0.166,3.538,2.027,0,1,1
107,Node1,16,2.973,0.397,4.949,2.007,0,1,1
107,Node1,17,3.419,0.601,6.136,2.613,0,1,1
107,Node1,18,3.419,1.251,5.556,2.598,0,1,1
107,Node1,19,1.837,0.076,2.049,1.11,0,1,1
107,Node1,20,3.84,0.281,7.811,2.197,0,1,1
107,Node1,21,2.653,0.349,2.933,2.106,0,1,1
107,Node1,22,1.575,0.159,2.602,0.807,0,1,1
107,Node1,23,2.136,0.917,2.952,1.238,0,1,1
107,Node1,24,2.088,0.104,3.008,1.269,0,1,1
107,Node1,25,2.334,0.169,4.287,1.283,0,1,1
107,Node1,26,1.979,0.154,3.141,1.422,0,1,1
107,Node1,27,0.64,0.029,0.626,0.362,0,1,1
107,Node1,28,1.159,1.057,2.001,0.609,0,1,1
107,Node1,29,1.475,0.007,1.321,0.86,0,1,1
107,Node2,0,0.139,0.211,0.121,0.356,0,1,1
107,Node2,1,0.148,0.227,0.001,0.286,0,1,1
107,Node2,2,0.126,0.185,0.022,0.306,0,1,1
107,Node2,3,0.157,0.219,0.01,0.252,0,1,1
107,Node2,4,0.146,0.224,0.027,0.434,0,1,1
107,Node2,5,0.092,0.117,0.004,0.209,0,1,1
107,Node2,6,0.142,0.159,0.003,0.431,0,1,1
107,Node2,7,0.158,0.215,0.005,0.285,0,1,1
107,Node2,8,0.15,0.206,0.02,0.37,0,1,1
107,Node2,9,0.167,0.243,0.017,0.786,0,1,1
107,Node2,10,0.131,0.175,0.132,0.448,0,1,1
107,Node2,11,0.149,0.2,0.086,0.303,0,1,1
107,Node2,12,0.101,0.116,0.001,0.172,0,1,1
107,Node2,13,0.113,0.14,0.005,0.165,0,1,1
107,Node2,14,0.167,0.196,0.015,0.118,0,1,1
107,Node2,15,0.161,0.241,0.084,0.485,0,1,1
107,Node2,16,0.165,0.233,0.0,0.206,0,1,1
107,Node2,17,0.124,0.193,0.019,0.298,0,1,1
107,Node2,18,0.104,0.14,0.028,0.208,0,1,1
107,Node2,19,0.191,0.266,0.007,0.144,0,1,1
107,Node2,20,0.179,0.124,0.003,0.498,0,1,1
107,Node2,21,0.153,0.223,0.018,0.196,0,1,1
107,Node2,22,0.151,0.207,0.015,0.377,0,1,1
107,Node2,23,0.156,0.176,0.003,0.148,0,1,1
107,Node2,24,0.176,0.231,0.063,0.409,0,1,1
107,Node2,25,0.17,0.217,0.108,0.385,0,1,1
107,Node2,26,0.195,0.207,0.057,0.504,0,1,1
107,Node2,27,0.156,0.21,0.001,0.17,0,1,1
107,Node2,28,0.128,0.219,0.112,0.411,0,1,1
107,Node2,29,0.141,0.167,0.01,0.107,0,1,1
107,Node2,30,0.168,0.171,0.007,0.164,0,1,1
107,Node2,31,0.198,0.223,0.027,0.543,0,1,1
107,Node2,32,0.209,0.199,0.008,0.117,0,1,1
107,Node2,33,0.139,0.163,0.055,0.565,0,1,1
107,Node2,34,0.139,0.204,0.007,0.426,0,1,1
107,Node2,35,0.128,0.178,0.019,0.462,0,1,1
107,Node2,36,0.169,0.244,0.027,0.496,0,1,1
107,Node2,37,0.224,0.269,0.046,0.414,0,1,1
107,Node2,38,0.161,0.425,0.012,0.341,0,1,1
107,Node2,39,0.146,0.201,0.159,0.503,0,1,1
107,Node2,40,0.132,0.236,0.011,0.29,0,1,1
107,Node2,41,0.159,0.205,0.031,0.348,0,1,1
107,Node2,42,0.137,0.189,0.022,0.212,0,1,1
107,Node2,43,0.129,0.161,0.038,0.268,0,1,1
108,Node1,0,3.939,1.505,8.493,2.796,0,1,1
108,Node1,1,0.971,0.117,2.949,0.759,0,1,1
108,Node1,2,1.673,0.169,1.496,1.489,0,1,1
108,Node1,3,4.268,0.282,4.528,2.687,0,1,1
108,Node1,4,2.248,0.019,5.319,1.826,0,1,1
108,Node1,5,1.217,0.085,1.496,1.115,0,1,1
108,Node1,6,1.652,0.024,2.684,0.902,0,1,1
108,Node1,7,3.635,0.679,7.447,2.981,0,1,1
108,Node1,8,2.893,0.246,6.734,1.55,0,1,1
108,Node1,9,1.644,0.313,2.615,1.533,0,1,1
108,Node1,10,3.32,2.293,8.606,3.043,0,1,1
108,Node1,11,2.715,0.275,4.532,2.157,0,1,1
108,Node1,12,2.18,0.083,1.636,1.899,0,1,1
108,Node1,13,1.599,0.016,3.055,1.306,0,1,1
108,Node1,14,2.354,0.414,3.555,1.785,0,1,1
108,Node1,15,2.647,0.027,3.577,2.023,0,1,1
108,Node1,16,2.961,0.113,5.064,2.005,0,1,1
108,Node1,17,3.412,0.862,6.958,2.619,0,1,1
108,Node1,18,3.4,0.204,5.776,2.594,0,1,1
108,Node1,19,1.827,1.007,3.054,1.105,0,1,1
108,Node1,20,3.831,0.405,8.211,2.207,0,1,1
108,Node1,21,2.651,0.441,3.387,2.111,0,1,1
108,Node1,22,1.585,1.01,3.604,0.809,0,1,1
108,Node1,23,2.146,0.195,3.134,1.244,0,1,1
108,Node1,24,2.083,0.587,3.605,1.274,0,1,1
108,Node1,25,2.344,0.164,4.47,1.274,0,1,1
108,Node1,26,1.988,5.312,8.465,1.423,0,1,1
108,Node1,27,0.635,0.018,0.645,0.362,0,1,1
108,Node1,28,1.161,0.007,2.003,0.611,0,1,1
108,Node1,29,1.483,0.068,1.388,0.856,0,1,1
108,Node2,0,0.138,0.21,0.003,0.36,0,1,1
108,Node2,1,0.147,0.227,0.027,0.311,0,1,1
108,Node2,2,0.127,0.184,0.127,0.435,0,1,1
108,Node2,3,0.157,0.218,0.005,0.256,0,1,1
108,Node2,4,0.146,0.226,0.024,0.46,0,1,1
108,Node2,5,0.092,0.118,0.109,0.32,0,1,1
108,Node2,6,0.142,0.159,0.055,0.484,0,1,1
108,Node2,7,0.157,0.216,0.0,0.284,0,1,1
108,Node2,8,0.15,0.205,0.006,0.377,0,1,1
108,Node2,9,0.167,0.242,0.026,0.814,0,1,1
108,Node2,10,0.131,0.176,0.014,0.461,0,1,1
108,Node2,11,0.149,0.2,0.012,0.315,0,1,1
108,Node2,12,0.1,0.117,0.094,0.267,0,1,1
108,Node2,13,0.112,0.141,0.01,0.175,0,1,1
108,Node2,14,0.167,0.199,0.334,0.45,0,1,1
108,Node2,15,0.161,0.241,0.026,0.514,0,1,1
108,Node2,16,0.164,0.235,0.229,0.435,0,1,1
108,Node2,17,0.124,0.193,0.063,0.361,0,1,1
108,Node2,18,0.104,0.14,0.079,0.287,0,1,1
108,Node2,19,0.192,0.263,0.006,0.151,0,1,1
108,Node2,20,0.178,0.125,0.062,0.561,0,1,1
108,Node2,21,0.153,0.223,0.11,0.304,0,1,1
108,Node2,22,0.152,0.208,0.109,0.488,0,1,1
108,Node2,23,0.156,0.176,0.029,0.179,0,1,1
108,Node2,24,0.176,0.229,0.003,0.414,0,1,1
108,Node2,25,0.17,0.217,0.053,0.438,0,1,1
108,Node2,26,0.196,0.207,0.037,0.538,0,1,1
108,Node2,27,0.157,0.211,0.097,0.268,0,1,1
108,Node2,28,0.128,0.219,0.02,0.433,0,1,1
108,Node2,29,0.142,0.166,0.009,0.116,0,1,1
108,Node2,30,0.167,0.17,0.025,0.188,0,1,1
108,Node2,31,0.199,0.221,0.011,0.552,0,1,1
108,Node2,32,0.21,0.199,0.023,0.141,0,1,1
108,Node2,33,0.14,0.164,0.068,0.634,0,1,1
108,Node2,34,0.14,0.204,0.001,0.425,0,1,1
108,Node2,35,0.129,0.178,0.006,0.473,0,1,1
108,Node2,36,0.169,0.244,0.082,0.577,0,1,1
108,Node2,37,0.223,0.268,0.07,0.483,0,1,1
108,Node2,38,0.162,0.428,0.013,0.354,0,1,1
108,Node2,39,0.145,0.202,0.038,0.541,0,1,1
108,Node2,40,0.132,0.236,0.163,0.455,0,1,1
108,Node2,41,0.159,0.205,0.039,0.388,0,1,1
108,Node2,42,0.137,0.189,0.0,0.213,0,1,1
108,Node2,43,0.13,0.16,0.025,0.293,0,1,1
109,Node1,0,3.93,0.206,8.705,2.804,0,1,1
109,Node1,1,0.965,0.028,2.996,0.758,0,1,1
109,Node1,2,1.675,0.045,1.552,1.497,0,1,1
109,Node1,3,4.272,0.35,4.903,2.679,0,1,1
109,Node1,4,2.244,0.283,5.586,1.83,0,1,1
109,Node1,5,1.214,0.2,1.703,1.112,0,1,1
109,Node1,6,1.65,1.44,4.11,0.9,0,1,1
109,Node1,7,3.628,0.536,8.037,2.969,0,1,1
109,Node1,8,2.88,0.921,7.624,1.555,0,1,1
109,Node1,9,1.654,0.285,2.874,1.531,0,1,1
109,Node1,10,3.331,0.559,9.177,3.051,0,1,1
109,Node1,11,2.728,0.713,5.247,2.164,0,1,1
109,Node1,12,2.182,0.229,1.857,1.893,0,1,1
109,Node1,13,1.595,0.023,3.073,1.308,0,1,1
109,Node1,14,2.353,0.134,3.699,1.782,0,1,1
109,Node1,15,2.648,0.135,3.728,2.032,0,1,1
109,Node1,16,2.96,0.151,5.192,1.995,0,1,1
109,Node1,17,3.437,0.853,7.811,2.626,0,1,1
109,Node1,18,3.412,0.263,6.014,2.608,0,1,1
109,Node1,19,1.841,0.079,3.149,1.101,0,1,1
109,Node1,20,3.822,0.015,8.269,2.199,0,1,1
109,Node1,21,2.653,0.135,3.511,2.097,0,1,1
109,Node1,22,1.58,0.055,3.669,0.812,0,1,1
109,Node1,23,2.143,0.116,3.251,1.241,0,1,1
109,Node1,24,2.074,0.591,4.173,1.281,0,1,1
109,Node1,25,2.352,0.165,4.649,1.283,0,1,1
109,Node1,26,1.979,0.046,8.543,1.425,0,1,1
109,Node1,27,0.64,0.266,0.91,0.362,0,1,1
109,Node1,28,1.164,1.048,3.051,0.614,0,1,1
109,Node1,29,1.484,0.71,2.103,0.861,0,1,1
109,Node2,0,0.139,0.21,0.022,0.382,0,1,1
109,Node2,1,0.147,0.228,0.025,0.337,0,1,1
109,Node2,2,0.127,0.184,0.014,0.448,0,1,1
109,Node2,3,0.156,0.218,0.102,0.359,0,1,1
109,Node2,4,0.147,0.226,0.036,0.493,0,1,1
109,Node2,5,0.092,0.117,0.003,0.322,0,1,1
109,Node2,6,0.142,0.16,0.04,0.528,0,1,1
109,Node2,7,0.157,0.217,0.023,0.308,0,1,1
109,Node2,8,0.151,0.206,0.114,0.49,0,1,1
109,Node2,9,0.167,0.242,0.0,0.812,0,1,1
109,Node2,10,0.131,0.176,0.0,0.463,0,1,1
109,Node2,11,0.149,0.2,0.006,0.32,0,1,1
109,Node2,12,0.101,0.117,0.004,0.271,0,1,1
109,Node2,13,0.113,0.141,0.018,0.193,0,1,1
109,Node2,14,0.167,0.199,0.018,0.472,0,1,1
109,Node2,15,0.161,0.242,0.011,0.524,0,1,1
109,Node2,16,0.165,0.234,0.258,0.695,0,1,1
109,Node2,17,0.124,0.194,0.063,0.425,0,1,1
109,Node2,18,0.104,0.141,0.03,0.317,0,1,1
109,Node2,19,0.19,0.263,0.002,0.153,0,1,1
109,Node2,20,0.179,0.125,0.041,0.603,0,1,1
109,Node2,21,0.152,0.223,0.108,0.414,0,1,1
109,Node2,22,0.151,0.206,0.096,0.58,0,1,1
109,Node2,23,0.156,0.177,0.02,0.197,0,1,1
109,Node2,24,0.176,0.229,0.067,0.481,0,1,1
109,Node2,25,0.17,0.218,0.008,0.446,0,1,1
109,Node2,26,0.197,0.207,0.021,0.562,0,1,1
109,Node2,27,0.156,0.209,0.054,0.323,0,1,1
109,Node2,28,0.128,0.219,0.093,0.527,0,1,1
109,Node2,29,0.141,0.167,0.009,0.125,0,1,1
109,Node2,30,0.168,0.171,0.014,0.202,0,1,1
109,Node2,31,0.199,0.221,0.007,0.564,0,1,1
109,Node2,32,0.209,0.199,0.008,0.148,0,1,1
109,Node2,33,0.139,0.164,0.027,0.66,0,1,1
109,Node2,34,0.139,0.204,0.018,0.445,0,1,1
109,Node2,35,0.129,0.178,0.156,0.627,0,1,1
109,Node2,36,0.168,0.244,0.016,0.593,0,1,1
109,Node2,37,0.225,0.268,0.003,0.489,0,1,1
109,Node2,38,0.162,0.427,0.005,0.358,0,1,1
109,Node2,39,0.146,0.2,0.04,0.58,0,1,1
109,Node2,40,0.133,0.236,0.008,0.461,0,1,1
109,Node2,41,0.159,0.205,0.032,0.418,0,1,1
109,Node2,42,0.137,0.19,0.017,0.23,0,1,1
109,Node2,43,0.13,0.16,0.025,0.319,0,1,1
110,Node1,0,3.946,1.471,10.149,2.799,0,1,1
110,Node1,1,0.969,0.115,3.094,0.757,0,1,1
110,Node1,2,1.671,0.177,1.727,1.489,0,1,1
110,Node1,3,4.238,0.447,5.36,2.694,0,1,1
110,Node1,4,2.233,0.07,5.666,1.817,0,1,1
110,Node1,5,1.213,0.057,1.76,1.119,0,1,1
110,Node1,6,1.653,0.106,4.23,0.896,0,1,1
110,Node1,7,3.647,0.387,8.372,2.959,0,1,1
110,Node1,8,2.872,0.17,7.818,1.547,0,1,1
110,Node1,9,1.651,0.391,3.287,1.539,0,1,1
110,Node1,10,3.321,0.42,9.607,3.036,0,1,1
110,Node1,11,2.714,0.401,5.601,2.148,0,1,1
110,Node1,12,2.173,0.064,1.923,1.897,0,1,1
110,Node1,13,1.586,0.065,3.136,1.307,0,1,1
110,Node1,14,2.359,0.506,4.196,1.783,0,1,1
110,Node1,15,2.642,0.135,3.85,2.021,0,1,1
110,Node1,16,2.954,0.185,5.37,1.989,0,1,1
110,Node1,17,3.41,0.175,8.011,2.615,0,1,1
110,Node1,18,3.41,0.18,6.178,2.603,0,1,1
110,Node1,19,1.836,0.248,3.394,1.112,0,1,1
110,Node1,20,3.844,0.316,8.543,2.204,0,1,1
110,Node1,21,2.649,0.12,3.634,2.113,0,1,1
110,Node1,22,1.579,0.061,3.71,0.812,0,1,1
110,Node1,23,2.143,0.163,3.428,1.236,0,1,1
110,Node1,24,2.087,0.029,4.208,1.278,0,1,1
110,Node1,25,2.344,0.16,4.779,1.278,0,1,1
110,Node1,26,1.979,0.363,8.852,1.432,0,1,1
110,Node1,27,0.637,0.266,1.174,0.361,0,1,1
110,Node1,28,1.172,0.071,3.112,0.612,0,1,1
110,Node1,29,1.49,0.055,2.149,0.858,0,1,1
110,Node2,0,0.139,0.21,0.021,0.403,0,1,1
110,Node2,1,0.148,0.227,0.016,0.354,0,1,1
110,Node2,2,0.127,0.185,0.012,0.461,0,1,1
110,Node2,3,0.157,0.218,0.023,0.383,0,1,1
110,Node2,4,0.147,0.226,0.045,0.541,0,1,1
110,Node2,5,0.092,0.118,0.102,0.425,0,1,1
110,Node2,6,0.142,0.16,0.082,0.608,0,1,1
110,Node2,7,0.158,0.217,0.077,0.384,0,1,1
110,Node2,8,0.151,0.205,0.003,0.494,0,1,1
110,Node2,9,0.168,0.242,0.022,0.835,0,1,1
110,Node2,10,0.131,0.176,0.021,0.481,0,1,1
110,Node2,11,0.149,0.201,0.018,0.339,0,1,1
110,Node2,12,0.101,0.117,0.092,0.365,0,1,1
110,Node2,13,0.113,0.141,0.014,0.207,0,1,1
110,Node2,14,0.167,0.198,0.008,0.478,0,1,1
110,Node2,15,0.161,0.242,0.022,0.546,0,1,1
110,Node2,16,0.164,0.236,0.036,0.73,0,1,1
110,Node2,17,0.124,0.193,0.073,0.497,0,1,1
110,Node2,18,0.104,0.14,0.079,0.395,0,1,1
110,Node2,19,0.19,0.265,0.004,0.157,0,1,1
110,Node2,20,0.179,0.124,0.07,0.668,0,1,1
110,Node2,21,0.153,0.222,0.029,0.444,0,1,1
110,Node2,22,0.151,0.206,0.09,0.672,0,1,1
110,Node2,23,0.157,0.176,0.016,0.214,0,1,1
110,Node2,24,0.175,0.231,0.041,0.525,0,1,1
110,Node2,25,0.17,0.217,0.055,0.504,0,1,1
110,Node2,26,0.196,0.207,0.043,0.607,0,1,1
110,Node2,27,0.156,0.209,0.059,0.381,0,1,1
110,Node2,28,0.128,0.22,0.106,0.629,0,1,1
110,Node2,29,0.142,0.166,0.009,0.135,0,1,1
110,Node2,30,0.168,0.169,0.005,0.207,0,1,1
110,Node2,31,0.198,0.222,0.008,0.571,0,1,1
110,Node2,32,0.21,0.2,0.002,0.151,0,1,1
110,Node2,33,0.14,0.164,0.005,0.661,0,1,1
110,Node2,34,0.14,0.203,0.015,0.461,0,1,1
110,Node2,35,0.129,0.178,0.006,0.632,0,1,1
110,Node2,36,0.169,0.245,0.073,0.669,0,1,1
110,Node2,37,0.224,0.267,0.084,0.573,0,1,1
110,Node2,38,0.163,0.427,0.03,0.388,0,1,1
110,Node2,39,0.146,0.2,0.04,0.619,0,1,1
110,Node2,40,0.132,0.237,0.021,0.484,0,1,1
110,Node2,41,0.159,0.204,0.01,0.431,0,1,1
110,Node2,42,0.137,0.189,0.018,0.247,0,1,1
110,Node2,43,0.13,0.16,0.037,0.355,0,1,1
111,Node1,0,3.945,0.152,10.304,2.816,0,1,1
111,Node1,1,0.967,0.129,3.245,0.749,0,1,1
111,Node1,2,1.686,0.179,1.902,1.492,0,1,1
111,Node1,3,4.251,0.085,5.431,2.698,0,1,1
111,Node1,4,2.243,0.044,5.69,1.822,0,1,1
111,Node1,5,1.22,0.154,1.908,1.112,0,1,1
111,Node1,6,1.655,0.133,4.372,0.896,0,1,1
111,Node1,7,3.623,0.539,8.979,2.971,0,1,1
111,Node1,8,2.894,2.565,10.374,1.547,0,1,1
111,Node1,9,1.646,0.412,3.699,1.532,0,1,1
111,Node1,10,3.345,0.207,9.823,3.03,0,1,1
111,Node1,11,2.73,0.345,5.992,2.167,0,1,1
111,Node1,12,2.164,0.082,2.015,1.894,0,1,1
111,Node1,13,1.584,0.047,3.199,1.301,0,1,1
111,Node1,14,2.346,0.209,4.408,1.777,0,1,1
111,Node1,15,2.654,5.555,9.439,2.035,0,1,1
111,Node1,16,2.978,0.005,5.385,1.995,0,1,1
111,Node1,17,3.428,0.116,8.113,2.604,0,1,1
111,Node1,18,3.406,1.237,7.452,2.607,0,1,1
111,Node1,19,1.841,0.01,3.417,1.107,0,1,1
111,Node1,20,3.811,0.38,8.952,2.209,0,1,1
111,Node1,21,2.648,0.332,3.968,2.095,0,1,1
111,Node1,22,1.589,0.077,3.791,0.814,0,1,1
111,Node1,23,2.141,0.095,3.517,1.239,0,1,1
111,Node1,24,2.086,0.107,4.335,1.279,0,1,1
111,Node1,25,2.329,0.115,4.909,1.281,0,1,1
111,Node1,26,1.976,0.202,9.049,1.431,0,1,1
111,Node1,27,0.636,0.012,1.192,0.36,0,1,1
111,Node1,28,1.162,0.061,3.18,0.611,0,1,1
111,Node1,29,1.491,0.719,2.862,0.857,0,1,1
111,Node2,0,0.139,0.209,0.022,0.425,0,1,1
111,Node2,1,0.148,0.227,0.005,0.359,0,1,1
111,Node2,2,0.127,0.184,0.02,0.482,0,1,1
111,Node2,3,0.156,0.218,0.035,0.418,0,1,1
111,Node2,4,0.146,0.224,0.003,0.542,0,1,1
111,Node2,5,0.092,0.118,0.015,0.439,0,1,1
111,Node2,6,0.142,0.16,0.052,0.661,0,1,1
111,Node2,7,0.157,0.216,0.147,0.533,0,1,1
111,Node2,8,0.151,0.206,0.012,0.503,0,1,1
111,Node2,9,0.167,0.243,0.018,0.859,0,1,1
111,Node2,10,0.13,0.176,0.031,0.514,0,1,1
111,Node2,11,0.149,0.201,0.007,0.345,0,1,1
111,Node2,12,0.101,0.116,0.051,0.415,0,1,1
111,Node2,13,0.113,0.141,0.015,0.221,0,1,1
111,Node2,14,0.167,0.198,0.008,0.485,0,1,1
111,Node2,15,0.16,0.24,0.002,0.549,0,1,1
111,Node2,16,0.164,0.234,0.011,0.744,0,1,1
111,Node2,17,0.124,0.194,0.01,0.507,0,1,1
111,Node2,18,0.104,0.141,0.08,0.476,0,1,1
111,Node2,19,0.191,0.264,0.001,0.157,0,1,1
111,Node2,20,0.178,0.125,0.013,0.683,0,1,1
111,Node2,21,0.153,0.222,0.034,0.477,0,1,1
111,Node2,22,0.15,0.206,0.031,0.703,0,1,1
111,Node2,23,0.157,0.177,0.29,0.501,0,1,1
111,Node2,24,0.175,0.231,0.061,0.581,0,1,1
111,Node2,25,0.17,0.218,0.011,0.512,0,1,1
111,Node2,26,0.196,0.207,0.028,0.631,0,1,1
111,Node2,27,0.156,0.21,0.054,0.436,0,1,1
111,Node2,28,0.127,0.218,0.016,0.648,0,1,1
111,Node2,29,0.141,0.166,0.007,0.141,0,1,1
111,Node2,30,0.167,0.171,0.01,0.218,0,1,1
111,Node2,31,0.198,0.22,0.026,0.599,0,1,1
111,Node2,32,0.21,0.2,0.003,0.153,0,1,1
111,Node2,33,0.14,0.163,0.014,0.68,0,1,1
111,Node2,34,0.139,0.204,0.021,0.482,0,1,1
111,Node2,35,0.129,0.178,0.02,0.652,0,1,1
111,Node2,36,0.169,0.244,0.008,0.677,0,1,1
111,Node2,37,0.223,0.269,0.084,0.654,0,1,1
111,Node2,38,0.162,0.425,0.012,0.402,0,1,1
111,Node2,39,0.145,0.2,0.008,0.626,0,1,1
111,Node2,40,0.132,0.236,0.003,0.485,0,1,1
111,Node2,41,0.16,0.206,0.18,0.609,0,1,1
111,Node2,42,0.136,0.188,0.019,0.267,0,1,1
111,Node2,43,0.13,0.16,0.044,0.399,0,1,1
112,Node1,0,3.94,0.059,10.336,2.798,0,1,1
112,Node1,1,0.965,0.03,3.274,0.747,0,1,1
112,Node1,2,1.675,0.097,2.004,1.503,0,1,1
112,Node1,3,4.256,4.372,9.774,2.694,0,1,1
112,Node1,4,2.247,0.238,5.935,1.822,0,1,1
112,Node1,5,1.226,0.092,1.995,1.111,0,1,1
112,Node1,6,1.646,0.017,4.374,0.898,0,1,1
112,Node1,7,3.638,0.477,9.408,2.977,0,1,1
112,Node1,8,2.889,0.915,11.311,1.54,0,1,1
112,Node1,9,1.646,0.225,3.933,1.532,0,1,1
112,Node1,10,3.313,0.03,9.865,3.022,0,1,1
112,Node1,11,2.731,0.653,6.601,2.154,0,1,1
112,Node1,12,2.184,0.181,2.192,1.89,0,1,1
112,Node1,13,1.577,0.033,3.223,1.314,0,1,1
112,Node1,14,2.342,0.226,4.652,1.791,0,1,1
112,Node1,15,2.658,0.076,9.501,2.035,0,1,1
112,Node1,16,2.952,0.103,5.516,2.002,0,1,1
112,Node1,17,3.411,0.831,8.949,2.623,0,1,1
112,Node1,18,3.386,0.157,7.62,2.608,0,1,1
112,Node1,19,1.833,0.292,3.712,1.103,0,1,1
112,Node1,20,3.821,2.994,11.897,2.214,0,1,1
112,Node1,21,2.671,0.394,4.349,2.104,0,1,1
112,Node1,22,1.588,0.12,3.897,0.811,0,1,1
112,Node1,23,2.154,0.014,3.514,1.236,0,1,1
112,Node1,24,2.085,0.171,4.488,1.274,0,1,1
112,Node1,25,2.335,0.096,5.017,1.284,0,1,1
112,Node1,26,1.987,0.44,9.512,1.425,0,1,1
112,Node1,27,0.64,0.51,1.701,0.362,0,1,1
112,Node1,28,1.166,0.0,3.18,0.614,0,1,1
112,Node1,29,1.49,0.126,2.999,0.862,0,1,1
112,Node2,0,0.138,0.209,0.018,0.443,0,1,1
112,Node2,1,0.148,0.226,0.005,0.363,0,1,1
112,Node2,2,0.127,0.184,0.002,0.481,0,1,1
112,Node2,3,0.157,0.217,0.004,0.421,0,1,1
112,Node2,4,0.147,0.225,0.201,0.743,0,1,1
112,Node2,5,0.092,0.118,0.002,0.438,0,1,1
112,Node2,6,0.142,0.159,0.022,0.682,0,1,1
112,Node2,7,0.157,0.216,0.082,0.612,0,1,1
112,Node2,8,0.151,0.204,0.019,0.524,0,1,1
112,Node2,9,0.166,0.24,0.001,0.855,0,1,1
112,Node2,10,0.131,0.176,0.021,0.537,0,1,1
112,Node2,11,0.149,0.2,0.082,0.427,0,1,1
112,Node2,12,0.101,0.116,0.051,0.465,0,1,1
112,Node2,13,0.112,0.141,0.193,0.416,0,1,1
112,Node2,14,0.167,0.199,0.01,0.495,0,1,1
112,Node2,15,0.161,0.242,0.041,0.592,0,1,1
112,Node2,16,0.164,0.234,0.025,0.763,0,1,1
112,Node2,17,0.124,0.194,0.011,0.517,0,1,1
112,Node2,18,0.104,0.141,0.003,0.477,0,1,1
112,Node2,19,0.191,0.263,0.027,0.184,0,1,1
112,Node2,20,0.178,0.125,0.019,0.704,0,1,1
112,Node2,21,0.153,0.222,0.009,0.484,0,1,1
112,Node2,22,0.15,0.207,0.03,0.738,0,1,1
112,Node2,23,0.156,0.177,0.022,0.524,0,1,1
112,Node2,24,0.176,0.232,0.043,0.625,0,1,1
112,Node2,25,0.17,0.217,0.104,0.621,0,1,1
112,Node2,26,0.197,0.209,0.054,0.687,0,1,1
112,Node2,27,0.157,0.21,0.029,0.465,0,1,1
112,Node2,28,0.128,0.218,0.018,0.667,0,1,1
112,Node2,29,0.142,0.166,0.004,0.145,0,1,1
112,Node2,30,0.168,0.17,0.015,0.233,0,1,1
112,Node2,31,0.199,0.22,0.025,0.622,0,1,1
112,Node2,32,0.211,0.201,0.645,0.799,0,1,1
112,Node2,33,0.14,0.163,0.007,0.688,0,1,1
112,Node2,34,0.139,0.204,0.008,0.489,0,1,1
112,Node2,35,0.129,0.179,0.154,0.804,0,1,1
112,Node2,36,0.17,0.244,0.014,0.689,0,1,1
112,Node2,37,0.221,0.269,0.014,0.672,0,1,1
112,Node2,38,0.161,0.425,0.037,0.436,0,1,1
112,Node2,39,0.145,0.201,0.035,0.665,0,1,1
112,Node2,40,0.132,0.236,0.006,0.49,0,1,1
112,Node2,41,0.16,0.205,0.014,0.626,0,1,1
112,Node2,42,0.137,0.189,0.018,0.286,0,1,1
112,Node2,43,0.13,0.16,0.045,0.442,0,1,1
